;Anio;Trimestre;Banda ancha fija;Dial up;Total;id_provincia
713;2015;3;51409;621,0;52030;18
714;2015;3;12902;317,0;13219;19
715;2015;3;25912;359,0;26271;20
716;2015;3;556097;641,0;556738;21
717;2015;3;39394;3,0;39397;22
718;2015;3;33118;619,0;33737;23
719;2015;3;144272;42,0;144314;24
720;2015;2;2871079;12711,0;2883790;1
721;2015;2;1336391;9893,0;1346284;2
722;2015;2;25666;13,0;25679;3
723;2015;2;83832;16,0;83848;4
724;2015;2;61745;1740,0;63485;5
725;2015;2;609510;236,0;609746;7
726;2015;2;83288;28,0;83316;6
727;2015;2;169309;183,0;169492;8
728;2015;2;27013;37,0;27050;9
729;2015;2;37720;2,0;37722;10
730;2015;2;63552;500,0;64052;11
731;2015;2;16491;18,0;16509;12
732;2015;2;169259;1564,0;170823;13
733;2015;2;88512;7,0;88519;14
734;2015;2;95644;2241,0;97885;15
735;2015;2;97640;1087,0;98727;16
736;2015;2;98264;3,0;98267;17
737;2015;2;51367;621,0;51988;18
738;2015;2;12904;317,0;13221;19
739;2015;2;25384;379,0;25763;20
740;2015;2;545739;649,0;546388;21
741;2015;2;39375;3,0;39378;22
742;2015;2;32960;619,0;33579;23
743;2015;2;140635;42,0;140677;24
744;2015;1;2847076;14766,0;2861842;1
745;2015;1;1321139;11582,0;1332721;2
746;2015;1;25312;20,0;25332;3
747;2015;1;81329;31,0;81360;4
748;2015;1;63327;1946,0;65273;5
749;2015;1;596663;294,0;596957;7
750;2015;1;81488;43,0;81531;6
751;2015;1;165839;231,0;166070;8
752;2015;1;26657;43,0;26700;9
753;2015;1;36608;3,0;36611;10
754;2015;1;62155;542,0;62697;11
755;2015;1;16310;23,0;16333;12
756;2015;1;168355;1805,0;170160;13
757;2015;1;85139;7,0;85146;14
758;2015;1;93373;2369,0;95742;15
759;2015;1;96145;1188,0;97333;16
760;2015;1;96793;18,0;96811;17
761;2015;1;51117;702,0;51819;18
762;2015;1;12878;354,0;13232;19
763;2015;1;26217;424,0;26641;20
764;2015;1;535640;797,0;536437;21
765;2015;1;39244;8,0;39252;22
766;2015;1;32726;730,0;33456;23
767;2015;1;138184;92,0;138276;24
768;2014;4;2801178;15229,0;2816407;1
769;2014;4;1318526;11994,0;1330520;2
770;2014;4;25472;21,0;25493;3
771;2014;4;65998;37,0;66035;4
772;2014;4;66557;1985,0;68542;5
773;2014;4;590113;319,0;590432;7
774;2014;4;65656;54,0;65710;6
775;2014;4;140567;246,0;140813;8
776;2014;4;26156;51,0;26207;9
777;2014;4;35999;3,0;36002;10
778;2014;4;56813;567,0;57380;11
779;2014;4;16379;23,0;16402;12
780;2014;4;167766;1848,0;169614;13
781;2014;4;77222;7,0;77229;14
782;2014;4;92999;2397,0;95396;15
783;2014;4;95050;1210,0;96260;16
784;2014;4;93921;26,0;93947;17
785;2014;4;51390;729,0;52119;18
786;2014;4;12788;359,0;13147;19
787;2014;4;25277;436,0;25713;20
788;2014;4;528459;938,0;529397;21
789;2014;4;39308;9,0;39317;22
790;2014;4;28249;741,0;28990;23
791;2014;4;137329;95,0;137424;24
792;2014;3;2835537;14028,0;2849565;1
793;2014;3;1307195;10630,0;1317825;2
794;2014;3;24665;21,0;24686;3
795;2014;3;63710;36,0;63746;4
796;2014;3;67130;2007,0;69137;5
797;2014;3;585231;200,0;585431;7
798;2014;3;63516;33,0;63549;6
799;2014;3;136618;115,0;136733;8
800;2014;3;25873;64,0;25937;9
801;2014;3;33739;2,0;33741;10
802;2014;3;61861;564,0;62425;11
803;2014;3;15893;23,0;15916;12
804;2014;3;166184;1740,0;167924;13
805;2014;3;75327;0,0;75327;14
806;2014;3;100099;2268,0;102367;15
807;2014;3;96629;1151,0;97780;16
808;2014;3;92929;25,0;92954;17
809;2014;3;51031;748,0;51779;18
810;2014;3;12683;363,0;13046;19
811;2014;3;25664;446,0;26110;20
812;2014;3;520196;691,0;520887;21
813;2014;3;37539;9,0;37548;22
814;2014;3;28037;755,0;28792;23
815;2014;3;131978;88,0;132066;24
816;2014;2;2750430;14116,0;2764546;1
817;2014;2;1299502;10713,0;1310215;2
818;2014;2;24660;23,0;24683;3
819;2014;2;63243;36,0;63279;4
820;2014;2;68503;2016,0;70519;5
821;2014;2;576747;205,0;576952;7
822;2014;2;62925;33,0;62958;6
823;2014;2;135468;115,0;135583;8
824;2014;2;25535;65,0;25600;9
825;2014;2;34359;2,0;34361;10
826;2014;2;55048;580,0;55628;11
827;2014;2;15889;23,0;15912;12
828;2014;2;165046;1761,0;166807;13
829;2014;2;74689;0,0;74689;14
830;2014;2;90053;2235,0;92288;15
831;2014;2;94812;1145,0;95957;16
832;2014;2;91949;25,0;91974;17
833;2014;2;50891;755,0;51646;18
834;2014;2;12691;364,0;13055;19
835;2014;2;26710;459,0;27169;20
836;2014;2;511753;605,0;512358;21
837;2014;2;38002;9,0;38011;22
838;2014;2;27443;766,0;28209;23
839;2014;2;131981;88,0;132069;24
840;2014;1;2725732;14144,0;2739876;1
841;2014;1;1289204;10714,0;1299918;2
842;2014;1;24209;23,0;24232;3
843;2014;1;62520;36,0;62556;4
844;2014;1;68205;2016,0;70221;5
845;2014;1;566705;205,0;566910;7
846;2014;1;62203;33,0;62236;6
847;2014;1;134216;115,0;134331;8
848;2014;1;25335;87,0;25422;9
849;2014;1;33825;2,0;33827;10
850;2014;1;53601;592,0;54193;11
851;2014;1;15688;23,0;15711;12
852;2014;1;164084;1761,0;165845;13
853;2014;1;73950;0,0;73950;14
854;2014;1;88077;2303,0;90380;15
855;2014;1;93909;1157,0;95066;16
856;2014;1;91265;25,0;91290;17
857;2014;1;50543;755,0;51298;18
858;2014;1;12193;364,0;12557;19
859;2014;1;26304;460,0;26764;20
860;2014;1;506000;612,0;506612;21
861;2014;1;37124;9,0;37133;22
862;2014;1;27272;766,0;28038;23
863;2014;1;129944;88,0;130032;24
