;Anio;Trimestre;Accesos por cada 100 hogares;Accesos por cada 100 hab;id_provincia
315;2019;3;35,8460309754608;9,580664387529255;4
316;2019;3;47,56624162293312;14,580466548718958;5
317;2019;3;68,59234901069021;21,000781776953538;7
318;2019;3;38,48535113586719;10,134028114178687;6
319;2019;3;57,90009945796624;17,311661825597923;8
320;2019;3;30,11243299777749;7,664177713890219;9
321;2019;3;44,322486842913605;11,334206981241007;10
322;2019;3;77,45269423291748;25,519002705641388;11
323;2019;3;47,94290512174643;12,762431790856121;12
324;2019;3;40,73714258735342;11,368189016279217;13
325;2019;3;39,33292986744382;10,713348334458951;14
326;2019;3;64,13887269491578;19,092075679641724;15
327;2019;3;63,42470088700958;19,508498591229387;16
328;2019;3;44,47617792228716;10,771854623416075;17
329;2019;3;37,06231303554226;9,440941485226007;18
330;2019;3;85,22608876849344;24,390971166174673;19
331;2019;3;35,62816097885956;10,601555192584216;20
332;2019;3;68,87178057593026;21,656424746361633;21
333;2019;3;55,30391146854541;13,725288048364083;22
334;2019;3;96,46210963092378;28,598925193212118;23
335;2019;3;39,487600204016815;9,781574184382116;24
336;2019;2;67,84713982374198;22,215789484298067;1
337;2019;2;110,54556699485231;46,08592579281094;2
338;2019;2;32,13095022019278;8,173397032450584;3
339;2019;2;34,14026097986763;9,125011329267105;4
340;2019;2;46,98798413626923;14,403808727896068;5
341;2019;2;68,07130938789848;20,841637242238242;7
342;2019;2;38,15558588418795;10,047459019420458;6
343;2019;2;57,47823458872391;17,185820444672466;8
344;2019;2;30,418236006943307;7,742195783956093;9
345;2019;2;44,511922790626045;11,382934590825071;10
346;2019;2;77,08313750288404;25,39783989548608;11
347;2019;2;48,704939144243156;12,965645588675004;12
348;2019;2;40,754624235362655;11,373356541672889;13
349;2019;2;39,14612554169944;10,662825595018377;14
350;2019;2;63,080964327674394;18,777900805620252;15
351;2019;2;61,0942074999118;18,792276756346176;16
352;2019;2;41,89319832036978;10,146610869132008;17
353;2019;2;35,59971733748176;9,068540162527924;18
354;2019;2;81,789994425864;23,40822663016059;19
355;2019;2;28,846063055322123;8,584064828655885;20
356;2019;2;67,42291993321949;21,201130485144205;21
357;2019;2;52,78997126317105;13,101581339388986;22
358;2019;2;94,79803428023493;28,10756382159569;23
359;2019;2;40,13604621420884;9,942460440805863;24
360;2019;1;66,24255522736811;21,64173785141924;1
361;2019;1;109,19616455883845;45,57918389943661;2
362;2019;1;32,190488956121285;8,188504627374574;3
363;2019;1;32,635876579429485;8,722835003407456;4
364;2019;1;42,99773633717796;13,180368061670734;5
365;2019;1;65,5173840768055;20,05952769269671;7
366;2019;1;35,13498688698812;9,25199213887151;6
367;2019;1;56,78815996169284;16,979402393290254;8
368;2019;1;29,677694630431926;7,55368578631946;9
369;2019;1;46,40843874036665;11,867849761055307;10
370;2019;1;76,35457433780647;25,157516640472675;11
371;2019;1;50,184587883262736;13,359402478637785;12
372;2019;1;37,657164970282864;10,508862067173826;13
373;2019;1;36,25716826552349;9,87579609120626;14
374;2019;1;58,87800433437489;17,526490396034294;15
375;2019;1;53,57164978100252;16,478122478195964;16
376;2019;1;40,09834441771615;9,711781014403453;17
377;2019;1;31,833058053465464;8,108982017265918;18
378;2019;1;67,3379373977716;19,271779401291518;19
379;2019;1;23,66765499676892;7,042691634453057;20
380;2019;1;66,97409094791476;21,059894917387947;21
381;2019;1;37,519416746003905;9,311616280949599;22
382;2019;1;93,37581922721242;27,684925791261847;23
383;2019;1;41,63074443134759;10,31263096739148;24
384;2018;4;64,60284663484316;21,058833823398523;1
385;2018;4;108,27314997057414;45,24931394036689;2
386;2018;4;32,225346166025346;8,197333541624968;3
387;2018;4;32,59096087632982;8,7108351925502;4
388;2018;4;42,61093609604538;13,061729706052178;5
389;2018;4;65,08926459112368;19,92843117514227;7
390;2018;4;34,56627656869549;9,102210657080787;6
391;2018;4;54,37477348639939;16,257794035384702;8
392;2018;4;29,73653915732;7,568639138457005;9
393;2018;4;46,53226639132679;11,899484192418539;10
394;2018;4;73,49404828314209;24,215175627605007;11
395;2018;4;50,347993917417234;13,402859048246764;12
396;2018;4;37,757783845911696;10,536933969997644;13
397;2018;4;34,4507488777944;9,38376401334208;14
398;2018;4;59,06916926636779;17,58336203291432;15
399;2018;4;51,86140345426057;15,952033444971306;16
400;2018;4;39,801610069738146;9,639884990122159;17
401;2018;4;31,89625207025579;8,125067548299477;18
402;2018;4;67,55045369760039;19,332549309229275;19
403;2018;4;23,68919410065612;7,049080016507051;20
404;2018;4;65,58706886191564;20,62373640643868;21
405;2018;4;37,40072595129344;9,2821177795649;22
406;2018;4;93,59257086207943;27,748785315817887;23
407;2018;4;41,75796963877769;10,344120436439566;24
408;2018;3;64,44056759752046;20,95908740104848;1
409;2018;3;108,44591411021922;45,37709204560748;2
410;2018;3;32,91594537411041;8,373046550087581;3
411;2018;3;32,283100833077576;8,628583509513742;4
412;2018;3;56,391745852269025;17,28630822939319;5
413;2018;3;64,24210026029336;19,66915749676994;7
414;2018;3;34,24993887383215;9,018948170247882;6
415;2018;3;50,222013858377494;15,016208210741233;8
416;2018;3;29,576573428878444;7,5279498103121085;9
417;2018;3;23,263700137195517;5,949165647225797;10
418;2018;3;71,75023651844843;23,64056278957734;11
419;2018;3;50,73304318059562;13,505484520192356;12
420;2018;3;37,990597267996215;10,601969231966759;13
421;2018;3;32,10366641805902;8,74450949017475;14
422;2018;3;60,48661674396911;18,005451709791327;15
423;2018;3;50,54264808703746;15,546572458298687;16
424;2018;3;39,42741342068409;9,549341341721156;17
425;2018;3;33,05141650392377;8,419357955569252;18
426;2018;3;52,35311497551916;14,983359875657099;19
427;2018;3;32,72785029455932;9,738987459252597;20
428;2018;3;63,4096146162309;19,939106982732063;21
429;2018;3;36,24961697805127;8,996517443513934;22
430;2018;3;92,77191839394062;27,506021696216745;23
431;2018;3;41,68101359528755;10,325137534986972;24
432;2018;2;62,78226651094991;20,374582324435124;1
433;2018;2;106,53494128146691;44,632577746788044;2
434;2018;2;32,8575008674866;8,35838388395506;3
435;2018;2;31,251704996034892;8,353123614291734;4
436;2018;2;54,90230333735512;16,830485129144066;5
437;2018;2;63,2743661231958;19,373198551696014;7
438;2018;2;33,80975390881165;8,903247385340823;6
439;2018;2;49,20261187052838;14,711648453505866;8
440;2018;2;29,434226520796997;7,4919076165093035;9
441;2018;2;23,432202729854474;5,9923974768014165;10
442;2018;2;71,04033787278055;23,40701065826804;11
443;2018;2;50,97789073923241;13,570922884408905;12
444;2018;2;36,97287272406129;10,318226443150964;13
445;2018;2;31,630907682221824;8,61598877251767;14
446;2018;2;60,23679161402031;17,931877810369247;15
447;2018;2;50,147894623963396;15,42558308937726;16
448;2018;2;39,93719209989731;9,673102808845783;17
449;2018;2;32,94664884868421;8,392841711641646;18
450;2018;2;15,150424491351385;4,336137508962927;19
451;2018;2;33,33236451006607;9,919588050940062;20
452;2018;2;62,57079239957442;19,675591530682105;21
453;2018;2;35,256464211164236;8,750160589339375;22
454;2018;2;91,60519629538562;27,162316515991055;23
455;2018;2;41,512563170017415;10,283671207148597;24
456;2018;1;62,62621166168454;20,27965291057949;1
457;2018;1;106,23567174586837;44,562961320417855;2
458;2018;1;32,79361613741535;8,342098537275874;3
459;2018;1;30,829927645702472;8,240328535251999;4
460;2018;1;53,71560488248906;16,466326556340928;5
461;2018;1;63,51716965201617;19,447381073339752;7
462;2018;1;32,66346087317512;8,60133260210877;6
463;2018;1;48,68120241785722;14,555673456325385;8
464;2018;1;21,404310259211442;5,4480098282582645;9
465;2018;1;23,121260875677535;5,912829505826147;10
466;2018;1;71,75163692275797;23,64124866231016;11
467;2018;1;51,44351011244806;13,694770063119927;12
468;2018;1;37,07215110240331;10,345843091967911;13
469;2018;1;30,95673588446963;8,432278416607307;14
470;2018;1;61,517390351563726;18,31283869735193;15
471;2018;1;49,816861312232405;15,323567091543692;16
472;2018;1;39,775591632918804;9,633845443846392;17
473;2018;1;32,60917745169287;8,306800710570991;18
474;2018;1;15,14879034827491;4,335615022675048;19
475;2018;1;33,55275989857616;9,98473486255572;20
476;2018;1;62,28199844300957;19,584682368757406;21
477;2018;1;34,9882694482421;8,683504190530646;22
478;2018;1;65,19963702359347;19,33152333431171;23
