;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;id_provincia
455;Mar Chiquita;La Caleta;6518020;0;0;0;0;0;0;0;157;157;1
456;Mar Chiquita;Vivoratá;6518070;0;0;0;15;0;1;0;303;319;1
457;Marcos Paz;Marcos Paz;6525020;2567;8684;11;123;3;1;0;19;11408;1
458;Mercedes;Mercedes;6532020;1214;6307;59;2760;59;3;0;1588;11990;1
459;Mercedes;Gowland;6532010;0;0;0;5;0;0;0;101;106;1
460;Mercedes;Jorge Born;6532030;0;0;0;0;0;0;0;5;5;1
461;Merlo;Libertad;6539010;98;12698;12;14523;11;1;0;1756;29099;1
462;Merlo;Mariano Acosta;6539010;4444;7223;0;5279;0;0;0;8;16954;1
463;Merlo;Merlo;6539010;426;38759;69;23369;121;0;0;1055;63799;1
464;Merlo;OTROS;Sin Datos;0;0;0;1;0;0;0;0;1;1
465;Merlo;Pontevedra;6539010;678;3855;2;4;0;0;0;1802;6341;1
466;Merlo;San Antonio De Padua;6539010;15;6722;3;6061;4;0;0;460;13265;1
467;Monte;San Miguel del Monte  (Est. Monte);6547020;487;1930;3;3775;0;0;0;371;6566;1
468;Monte;Abbott;6547010;0;0;0;302;0;0;0;18;320;1
469;Monte Hermoso;Balneario Sauce Grande;6553010;1;0;0;695;0;0;0;0;696;1
470;Monte Hermoso;Monte Hermoso;6553020;14;0;0;5943;0;0;0;0;5957;1
471;Moreno;Cuartel V;6560010;0;34;4;631;0;0;0;145;814;1
472;Moreno;Francisco Alvarez;6560010;978;4550;10;1146;98;0;0;199;6981;1
473;Moreno;La Reja;6560010;61;5247;8;2103;493;1;0;190;8103;1
474;Moreno;Moreno;6560010;440;49824;88;18385;268;4;0;719;69728;1
475;Moreno;Paso Del Rey;6560010;0;6951;0;1824;0;3;0;100;8878;1
476;Moreno;Trujui;6560010;240;3765;14;12337;2;0;0;130;16488;1
477;Morón;Castelar;6568010;6;18780;0;11342;12;0;0;100;30240;1
478;Morón;El Palomar;6568010;198;9280;4;4409;9;1;0;19;13920;1
479;Morón;Haedo;6568010;277;9929;102;13438;107;0;0;33;23886;1
480;Morón;Moron;6568010;844;20932;71;25230;88;3;0;19;47187;1
481;Morón;Villa Sarmiento;6568010;15;4790;19;4885;0;2;0;91;9802;1
482;Navarro;Las Marianas;6574020;0;0;0;0;0;0;0;203;203;1
483;Navarro;Navarro;6574030;392;1919;3;1814;0;1;0;194;4323;1
484;Navarro;Villa Moll  (Est. Moll);6574040;0;0;0;6;0;0;0;167;173;1
485;Navarro;José Juan Almeyra;6574010;0;0;0;0;0;0;0;99;99;1
486;Necochea;Claraz;6581010;0;0;0;0;0;0;0;105;105;1
487;Necochea;Juan N. Fernández;6581030;525;0;0;0;0;2;0;113;640;1
488;Necochea;Necochea - Quequén;6581040;3244;4139;155;14662;156;1;0;2183;24540;1
489;Necochea;Nicanor Olivera  (Est. La Dulce);6581050;1;0;2;0;0;0;0;713;716;1
490;Necochea;OTROS;Sin Datos;0;0;0;0;0;0;0;16;16;1
491;Necochea;Costa Bonita;6581040;0;0;0;0;0;0;0;14;14;1
492;Necochea;Energía;6581025;0;0;0;0;0;0;0;13;13;1
493;Olavarría;Hinojo;6595060;13;0;0;0;0;1;0;0;14;1
494;Olavarría;Olavarría;6595070;3654;18401;6;2205;65;5;0;0;24336;1
495;Olavarría;Sierra Chica;6595100;0;510;0;0;0;0;0;0;510;1
496;Olavarría;Sierras Bayas;6595110;272;0;1;0;0;0;0;0;273;1
497;Olavarría;Villa Alfredo Fortabat;6595120;195;0;0;0;0;0;0;0;195;1
498;Olavarría;Colonia Hinojo;6595070;0;0;0;0;0;0;0;1;1;1
499;OTROS;OTROS;Sin Datos;7;0;0;0;27983;0;0;0;27990;1
500;Patagones;Bahía San Blas;6602010;0;0;1;0;0;0;0;4;5;1
501;Patagones;Carmen de Patagones;6602030;1112;0;26;4159;29;1;0;13;5340;1
502;Patagones;José B. Casas;6602040;0;0;0;0;1;0;0;5;6;1
503;Patagones;Juan A. Pradere;6602050;0;84;0;0;1;0;0;4;89;1
504;Patagones;Stroeder;6602060;0;0;1;452;1;0;0;173;627;1
505;Patagones;Villalonga;6602070;117;0;7;749;0;0;0;245;1118;1
506;Pehuajó;Chiclana;6609080;0;0;0;0;0;0;0;9;9;1
507;Pehuajó;Francisco Madero;6609030;0;0;1;0;0;0;0;3;4;1
508;Pehuajó;Juan José Paso;6609040;0;0;0;28;0;0;0;385;413;1
509;Pehuajó;Magdala;6609050;0;0;0;0;0;0;0;7;7;1
510;Pehuajó;Mones Cazón;6609060;0;0;0;0;0;0;0;3;3;1
511;Pehuajó;Pehuajó;6609080;4347;1;68;5;69;0;0;265;4755;1
512;Pehuajó;San Esteban;6609020;0;0;0;0;0;0;0;3;3;1
513;Pehuajó;Capitán Castro;6609010;0;0;0;0;0;0;0;3;3;1
514;Pehuajó;Inocencio Sosa;6609035;0;0;0;0;0;0;0;3;3;1
515;Pehuajó;Nueva Plata;6609070;0;0;0;0;0;0;0;3;3;1
516;Pehuajó;San Bernardo  (Est. Guanaco);6609090;0;0;0;0;0;0;0;3;3;1
517;Pellegrini;Pellegrini;6616030;311;797;5;0;0;3;0;32;1148;1
518;Pergamino;Acevedo;6623010;115;153;0;0;0;0;0;184;452;1
519;Pergamino;Fontezuela;6623020;22;0;0;107;1;0;0;10;140;1
520;Pergamino;Guerrico;6623030;0;61;0;0;0;1;0;54;116;1
521;Pergamino;Juan A. de la Peña;6623040;0;0;0;0;0;0;0;51;51;1
522;Pergamino;Juan Anchorena  (Est. Urquiza);6623050;48;0;0;251;2;0;0;15;316;1
523;Pergamino;La Violeta;6623060;346;0;0;0;0;0;0;0;346;1
524;Pergamino;Manuel Ocampo;6623070;0;0;0;448;0;0;0;44;492;1
525;Pergamino;Mariano H. Alfonzo  (Est. San Patricio);6623090;0;0;0;0;0;1;0;0;1;1
526;Pergamino;Pergamino;6623100;2564;18810;82;1201;82;2;0;524;23265;1
527;Pergamino;Pinzón;6623110;0;0;0;0;0;0;0;1;1;1
528;Pergamino;Rancagua;6623120;109;0;0;102;0;0;0;0;211;1
529;Pergamino;Villa San José;6623140;0;0;0;3;0;0;0;0;3;1
530;Pila;Casalins;6630010;0;0;0;0;0;0;0;5;5;1
531;Pila;Pila;6630020;0;0;1;23;0;0;0;51;75;1
532;Pilar;Del Viso;6638040;18661;3367;0;17;1;0;0;553;22599;1
533;Pilar;Fátima;6638040;396;84;0;2587;0;0;0;1;3068;1
534;Pilar;La Lonja;6638040;3288;1435;0;20;0;0;0;467;5210;1
535;Pilar;Los Cachorros;6638040;0;3274;0;0;0;0;0;0;3274;1
536;Pilar;Manzanares;6638040;0;691;0;3;0;0;0;3;697;1
537;Pilar;Maquinista F. Savio (oeste);6638040;0;0;0;0;0;0;0;54;54;1
538;Pilar;OTROS;Sin Datos;0;1;0;5;0;0;0;268;274;1
539;Pilar;Pilar;6638040;2949;26906;35;12648;663;4;90;630;43925;1
540;Pilar;Presidente Derqui;6638040;1564;5770;0;82;0;0;0;604;8020;1
541;Pilar;Santa Teresa;6638040;0;0;0;0;0;2;0;0;2;1
542;Pilar;Tortuguitas;6638040;0;0;0;2;0;2;0;3;7;1
543;Pilar;Villa Astolfi;6638040;0;1453;0;3;0;0;0;9;1465;1
544;Pilar;Villa Rosa;6638040;616;7420;3;327;0;0;360;441;9167;1
545;Pilar;Zelaya;6638040;29;8;0;0;2;0;0;5;44;1
546;Pilar;Manuel Alberti;6638040;0;1841;0;538;0;0;0;0;2379;1
547;Pinamar;Pinamar;6644010;9166;2828;0;14811;1000;3;0;0;27808;1
548;Pinamar;Carilo;6644010;0;742;0;0;0;0;0;0;742;1
549;Presidente Perón;Guernica;6648010;77;13355;8;6236;8;0;0;115;19799;1
550;Puán;Bordenave;6651020;0;0;0;172;0;1;0;159;332;1
551;Puán;Darregueira;6651030;238;946;1;1110;0;0;0;87;2382;1
552;Puán;Puán;6651080;0;2098;0;1;0;1;0;92;2192;1
553;Puán;Villa Iris;6651110;0;0;0;611;0;0;0;232;843;1
554;Puán;San Germán;6651090;0;0;0;0;0;0;0;53;53;1
555;Punta Indio;Pipinas;6655030;0;114;0;0;0;0;0;0;114;1
556;Punta Indio;Verónica;6655050;227;816;0;6;0;0;0;0;1049;1
557;Punta Indio;Punta Indio;6655040;0;0;0;0;0;0;0;115;115;1
558;Quilmes;Bernal;6658010;135;21188;69;9489;75;1;0;0;30957;1
559;Quilmes;Bernal Oeste;6658010;71;3652;3;1788;28;0;0;0;5542;1
560;Quilmes;Don Bosco;6658010;0;3025;0;3;1;0;0;0;3029;1
561;Quilmes;Ezpeleta;6658010;112;13418;8;2551;16;0;0;319;16424;1
562;Quilmes;Ezpeleta Oeste;6658010;48;1475;8;3926;16;0;0;0;5473;1
563;Quilmes;Quilmes;6658010;88;48962;78;12321;172;2;0;141;61764;1
564;Quilmes;Quilmes Oeste;6658010;113;7657;48;13698;40;0;0;2;21558;1
565;Quilmes;San Francisco Solano;6658010;0;11428;0;33;30;0;0;114;11605;1
566;Quilmes;Villa La Florida;6658010;22;5209;5;6909;0;0;0;114;12259;1
567;Ramallo;EL PARAÍSO;6665010;0;0;0;0;30;0;0;0;30;1
568;Ramallo;OTROS;Sin Datos;0;0;0;0;10;0;0;0;10;1
569;Ramallo;Pérez Millán;6665030;0;0;0;1;0;0;0;0;1;1
570;Ramallo;RAMALLO;6665040;374;1139;0;1;1177;1;0;2;2694;1
571;Ramallo;VILLA RAMALLO;6665060;501;1941;0;1;327;0;0;0;2770;1
572;Rauch;OTROS;Sin Datos;0;0;0;0;0;0;0;15;15;1
573;Rauch;Rauch;6672010;1001;0;8;514;0;1;0;93;1617;1
574;Rivadavia;América;6679010;577;928;0;1774;1;1;0;810;4091;1
575;Rivadavia;Fortín Olavarría;6679020;272;0;0;205;0;0;0;0;477;1
576;Rivadavia;González Moreno;6679030;0;0;0;0;0;0;0;1;1;1
577;Rivadavia;Sansinena;6679070;0;0;0;196;0;0;0;175;371;1
578;Rojas;Las Carabelas;6686020;0;0;0;195;0;1;0;47;243;1
579;Rojas;Rojas;6686060;595;3537;2;1160;0;0;0;1479;6773;1
580;Rojas;Rafael Obligado;6686040;0;0;0;0;0;0;0;26;26;1
581;Roque Pérez;Carlos Beguerie;6693010;0;0;0;156;0;0;0;39;195;1
582;Roque Pérez;Roque Pérez;6693020;191;531;1;1615;0;0;0;293;2631;1
583;Saavedra;Espartillar;6700040;0;0;0;314;0;0;0;79;393;1
584;Saavedra;Pigüé;6700060;191;0;3;4662;0;0;0;0;4856;1
585;Saavedra;Saavedra;6700070;0;0;0;9;0;0;0;23;32;1
586;Saavedra;Goyena;6700050;0;0;0;44;0;0;0;0;44;1
587;Saavedra;Arroyo Corto;6700010;0;0;0;259;0;0;0;0;259;1
588;Saladillo;Del Carril;6707040;0;0;0;0;0;0;0;2;2;1
589;Saladillo;Saladillo;6707060;604;4667;0;4317;47;0;0;392;10027;1
590;Saladillo;Cazón;6707030;0;0;0;45;0;0;0;0;45;1
591;Saladillo;Alvarez de Toledo;6707010;0;0;0;40;0;0;0;0;40;1
592;Salliqueló;Quenumá;6721010;0;0;0;0;36;0;0;0;36;1
593;Salliqueló;Salliqueló;6721020;151;0;3;0;0;2;0;0;156;1
594;Salto;Arroyo Dulce;6714010;438;0;0;51;0;0;0;37;526;1
595;Salto;Gahan;6714030;181;0;0;0;0;0;0;0;181;1
596;Salto;Inés Indart;6714040;0;0;0;15;189;4;0;0;208;1
597;Salto;Salto;6714060;891;1325;1;8131;0;0;0;0;10348;1
598;San Andrés de Giles;Azcuénaga;6728010;0;0;0;55;7;0;0;54;116;1
599;San Andrés de Giles;San Andrés de Giles;6728040;470;684;1;3719;486;1;0;0;5361;1
600;San Andrés de Giles;Solís;6728050;46;0;0;261;0;1;0;107;415;1
601;San Andrés de Giles;Villa Ruiz;6728070;0;0;0;140;0;0;0;86;226;1
602;San Andrés de Giles;Villa Espil;6728060;0;0;0;0;0;0;0;104;104;1
603;San Andrés de Giles;Cucullú;6728020;0;0;0;0;218;0;0;24;242;1
604;San Antonio de Areco;San Antonio de Areco;6735020;1189;1839;5;2721;0;3;0;2223;7980;1
605;San Antonio de Areco;Villa Lía;6735030;190;0;0;245;0;0;0;56;491;1
606;San Antonio de Areco;Duggan;6735010;0;0;0;231;0;0;0;278;509;1
607;San Cayetano;Balneario San Cayetano;6742010;0;0;0;113;0;0;0;1;114;1
608;San Cayetano;San Cayetano;6742030;146;984;0;902;0;0;0;268;2300;1
609;San Cayetano;Ochandío;6742020;0;0;0;0;0;0;0;15;15;1
610;San Fernando;San Fernando;6749010;2636;16717;2;7609;13;0;0;109;27086;1
611;San Fernando;Victoria;6749010;1369;12409;2;1369;5;2;0;1;15157;1
612;San Fernando;Virreyes;6749010;435;7395;0;2753;1;0;0;0;10584;1
613;San Isidro;Acassuso;6756010;272;5253;1;367;1;1;0;0;5895;1
614;San Isidro;Beccar;6756010;1997;16037;0;558;4;0;0;80;18676;1
615;San Isidro;Boulogne Sur Mer;6756010;1748;19780;4;1475;13;3;0;5;23028;1
616;San Isidro;Martínez;6756010;1723;24034;52;3964;60;1;0;0;29834;1
617;San Isidro;San Isidro;6756010;984;20890;3;683;16;1;0;1;22578;1
618;San Isidro;Villa Adelina;6756010;862;10200;0;1527;7;0;0;0;12596;1
619;San Miguel;Bella Vista;6760010;94;3484;39;7924;49;2;0;1335;12927;1
620;San Miguel;Campo De Mayo;6760010;0;0;0;0;0;1;0;0;1;1
621;San Miguel;Muñiz;6760010;246;3274;5;1867;0;0;0;0;5392;1
622;San Miguel;San Miguel;6760010;462;80213;62;26516;108;2;0;121;107484;1
623;San Nicolás;Conesa;6763010;670;0;0;0;0;1;0;0;671;1
624;San Nicolás;Erézcano;6763020;0;0;0;0;0;0;0;108;108;1
625;San Nicolás;General Rojo;6763030;0;0;0;608;0;2;0;0;610;1
626;San Nicolás;San Nicolás de los Arroyos;6763050;8072;17068;2;8757;0;3;0;52;33954;1
627;San Pedro;Río Tala;6770040;0;0;0;2;237;0;0;0;239;1
628;San Pedro;San Pedro;6770050;2249;4720;0;8580;78;3;0;78;15708;1
629;San Pedro;Santa Lucía;6770060;0;0;0;3;0;2;0;0;5;1
630;San Vicente;Alejandro Korn;6778020;110;3510;4;6150;9;0;0;332;10115;1
631;San Vicente;Domselaar;6778020;0;750;0;0;0;0;0;52;802;1
632;San Vicente;San Vicente;6778020;1127;4134;4;483;5;0;0;217;5970;1
633;Suipacha;General Rivas;6784010;96;0;0;0;0;0;0;123;219;1
634;Suipacha;Suipacha;6784020;273;0;2;3307;0;0;0;269;3851;1
635;Tandil;De la Canal;6791010;0;0;0;0;5;0;0;39;44;1
636;Tandil;Gardey;6791030;0;0;0;257;35;0;0;20;312;1
637;Tandil;María Ignacia  (Est. Vela);6791040;268;0;0;0;0;0;0;25;293;1
638;Tandil;OTROS;Sin Datos;0;0;0;0;45;0;0;0;45;1
639;Tandil;Tandil;6791050;2620;39046;203;2929;277;3;0;896;45974;1
640;Tandil;Desvío Aguirre;6791050;0;0;0;12;0;0;0;1;13;1
641;Tapalqué;Tapalqué;6798020;0;0;0;1;0;1;0;0;2;1
642;Tigre;Benavídez;6805010;858;9394;0;8931;0;5;0;1590;20778;1
643;Tigre;Dique Luján;6805010;40;2219;0;107;0;0;0;85;2451;1
644;Tigre;Don Torcuato Este;6805010;1293;13472;3;9823;6;0;0;23;24620;1
645;Tigre;El Talar;6805010;495;7826;0;6362;2;2;0;80;14767;1
646;Tigre;General Pacheco;6805010;2021;11802;1;3689;7;2;0;2;17524;1
647;Tigre;Los Troncos Del Talar;6805010;477;6860;0;2903;0;1;0;0;10241;1
648;Tigre;OTROS;Sin Datos;0;0;0;2;0;0;0;0;2;1
649;Tigre;Ricardo Rojas;6805010;1075;3791;0;1896;6;0;0;0;6768;1
650;Tigre;Rincón de Milberg;6805010;697;8932;0;1860;0;0;0;45;11534;1
651;Tigre;Tigre;6805010;766;12467;0;4674;6;6;0;176;18095;1
652;Tigre;Don Torcuato Oeste;6805010;0;0;0;0;0;0;0;186;186;1
653;Tigre;Nordelta;6805010;930;5981;0;2512;0;0;0;0;9423;1
654;Tordillo;General Conesa;6812010;40;227;0;0;0;0;0;63;330;1
655;Tordillo;Villa Roch;6812010;0;0;0;0;0;0;0;11;11;1
656;Tornquist;Saldungaray;6819020;564;0;0;0;0;0;0;0;564;1
657;Tornquist;Sierra de la Ventana;6819030;0;486;0;621;0;0;0;0;1107;1
658;Tornquist;Tornquist;6819040;131;966;0;1461;0;2;0;0;2560;1
659;Tornquist;Villa Serrana La Gruta;6819060;0;119;0;0;0;0;0;0;119;1
660;Tornquist;Villa Ventana;6819070;475;0;0;0;0;0;0;0;475;1
661;Trenque Lauquen;30 de Agosto;6826040;0;184;0;1396;2376;0;0;0;3956;1
662;Trenque Lauquen;OTROS;Sin Datos;0;0;0;0;0;4;0;0;4;1
663;Trenque Lauquen;Trenque Lauquen;6826050;2527;16;68;12525;68;1;0;1241;16446;1
664;Trenque Lauquen;Girodias;6826020;47;0;0;0;0;0;0;2;49;1
665;Trenque Lauquen;La Carreta;6826030;0;0;0;0;0;0;0;2;2;1
666;Trenque Lauquen;Trongé;6826060;0;0;0;0;0;0;0;2;2;1
667;Trenque Lauquen;Berutti;6826010;0;0;0;282;0;0;0;0;282;1
668;Tres Arroyos;Claromecó;6833020;268;0;0;722;0;0;0;734;1724;1
669;Tres Arroyos;Copetonas;6833030;0;0;0;1;0;0;0;89;90;1
670;Tres Arroyos;Lin Calel;6833040;0;0;0;0;0;0;0;11;11;1
671;Tres Arroyos;Micaela Cascallares  (Est. Cascallares);6833050;0;0;0;1;0;0;0;155;156;1
672;Tres Arroyos;Orense;6833060;0;0;1;246;407;0;0;146;800;1
673;Tres Arroyos;Reta;6833070;0;0;0;0;0;0;0;224;224;1
674;Tres Arroyos;San Francisco de Bellocq;6833080;0;0;0;0;0;0;0;120;120;1
675;Tres Arroyos;San Mayol;6833090;0;0;0;0;9;0;0;11;20;1
676;Tres Arroyos;Tres Arroyos;6833100;1352;14565;61;1513;61;1;0;903;18456;1
677;Tres De Febrero;11 De Septiembre;6840010;23;1195;0;5;1;2;0;0;1226;1
678;Tres De Febrero;Caseros;6840010;2423;23051;2;8901;25;0;0;2;34404;1
679;Tres De Febrero;Churruca;6840010;11;878;0;1543;0;0;0;0;2432;1
680;Tres De Febrero;Ciudad Jardín Lomas del Palomar;6840010;507;5266;0;837;2;0;0;0;6612;1
681;Tres De Febrero;Ciudadela;6840010;313;11586;67;14166;117;3;0;4;26256;1
682;Tres De Febrero;El Libertador;6840010;134;2746;0;0;0;0;0;0;2880;1
683;Tres De Febrero;Jose Ingenieros;6840010;115;1900;0;547;3;0;0;5;2570;1
