;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general;id_provincia
2744;Rosario;Alvear;82084040;;;;;;;;24,0;;;152,0;;;567,0;;;57,0;;5,0;757,0;;;;;;375,0;;;;;;;115,0;;;;1,0;;;;;;;;;;;56,0;;;;;;;;;;;;;;200,0;;;;;;;;;;;;;;;;;;;;;;1161,0;;;;;;;;;;;;;;;;;;;;;;;;;1523,0;;;;;;;;243,0;;;;;;;;;;;;;5236,0;21
2745;Rosario;Arbilla;82084050;;;;;;;;;;;;;;;;;;;;;;;;;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,0;21
2746;Rosario;Arminda;82084060;;;;;;;;;;;;;;;;;;;94,0;;;;;;;20,0;;;;;;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,0;21
2747;Rosario;Arroyo Seco;82084070;;;;;;;;19,0;;;;;;172,0;;;2,0;;3,0;552,0;;;;2,0;;907,0;;;1,0;;;;137,0;;;;169,0;;;;;;;;;;;14,0;;;;;;;;;;;;;;261,0;;;;;;;;;;;;;;;;;;;;;;1834,0;;;;;;;;;;;;;;;;;;;;;;;;;1226,0;;;;;;;;84,0;;;;;;;;;;;1,0;;5384,0;21
2748;Rosario;Carmen del Sauce;82084080;;;;;;;;;;;;;;;;;;;2,0;;;;;;;134,0;;;;;;;;;;;32,0;;;;;;;;;;;;;;;;;;;;;;;;;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205,0;21
2749;Rosario;Coronel Bogado;82084090;;;;;;;;;;;;;;378,0;;;;;;32,0;;;;;;174,0;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;593,0;21
2750;Rosario;Coronel Rodolfo S. Domínguez;82084100;;;;;;;;;;;;;;;;;;;74,0;;;;;;;150,0;;;;;;;;;;;94,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,0;21
2751;Rosario;Cuatro Esquinas;82084110;;;;;;;;;;;;;;;;;;;;;;;;;;18,0;;;;;;;;;;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;11,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,0;21
2752;Rosario;El Caramelo;82084120;;;;;;;;;;;25,0;;;10,0;;;;;8,0;22,0;;;;;;338,0;;;;;;;;;;;122,0;;;;;;;;;;;;;;;;;;;;;;;;;42,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,0;21
2753;Rosario;Fighiera;82084130;;;;;;;;1,0;;;;;;5,0;;;258,0;;;47,0;;;;;;248,0;;;;;;;34,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595,0;21
2754;Rosario;Funes;82084140;;;;2,0;;;1,0;138,0;;;1993,0;;;;;;;;1912,0;123,0;;;;294,0;;70,0;;;972,0;;;;1,0;52,0;;;981,0;;;;;;;;;;;5,0;;;;;;;;;;;;;;420,0;;;;;;;;;;;;;;;;;;;;;;2281,0;;;;;;;;;;;;;;;;444,0;;;;;;;;;2882,0;;;;;;;;440,0;;;;;;;;;;;5,0;;13016,0;21
2755;Rosario;General Lagos;82084150;1,0;;;;;;;3,0;;;1,0;;;;;;508,0;;;23,0;;;;3,0;;2,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543,0;21
2756;Rosario;Granadero Baigorria;82084160;;;;;;;;13,0;;;35,0;;;12,0;;;;;;288,0;;;;;;1084,0;;;;;;;;;;;81,0;;;;;;;;;;;176,0;;;;;;;;;;;;;;148,0;;;;;;;;;;;;;;;;76,0;;;;;;1046,0;;;;;;;;;;;;;;;;;;;;;;;;;1044,0;;;;;;;;135,0;;;;;;;;;;;;;4138,0;21
2757;Rosario;Ibarlucea;82084170;;;;;;;;4,0;;;1,0;;;8,0;;;5,0;;;;;9,0;;8,0;;547,0;;;;;;;;;;;354,0;;;;;;;;;;;207,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;692,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1835,0;21
2758;Rosario;Kilómetro 101;82084180;2,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;21
2759;Rosario;Monte Flores;82084200;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;21
2760;Rosario;Pérez;82084210;11,0;;;;;;;15,0;;;2,0;;;99,0;;;2,0;;3,0;625,0;;;;;;1963,0;;;;;;;113,0;;;;68,0;;;;;;;;;;;117,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3018,0;21
2761;Rosario;Piñero (Est. Erasto);82084220;;;;;;;;;;;;;;12,0;;;;;111,0;;;;;;;90,0;;;;;;;;;;;23,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;237,0;21
2762;Rosario;Pueblo Esther;82084230;;;;1,0;;;;;;;;;;;;;;;;;;;;;;241,0;;;;;;;224,0;;;;2,0;;;;;;;;;;;159,0;;;;;;;;;;;;;;222,0;;;;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;854,0;21
2763;Rosario;Pueblo Muñoz (Est. Bernard);82084240;;;;;;;;;;;;;;15,0;;;;;102,0;;;;;;;42,0;;;;;;;;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172,0;21
2764;Rosario;Pueblo Uranga;82084250;;;;;;;;;;;;;;;;;;;;;;;;;;95,0;;;;;;;;;;;138,0;;;;;;;;;;;;;;;;;;;;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243,0;21
2765;Rosario;Puerto Arroyo Seco;82084260;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,0;21
2766;Rosario;Rosario;82084270;37,0;;;8,0;1,0;;2,0;2605,0;;;2248,0;;;7731,0;;80,0;4,0;;41,0;7501,0;;;;70,0;;82244,0;;;;;;;661,0;;;;11339,0;;;;;;6,0;;;;;697,0;;;;;;2,0;;;;;;;;64389,0;;;;;;;;;;;;;;;;;;;;;;70550,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;71513,0;;;;;;;;7655,0;;;;;;;;;;;78,0;;329463,0;21
2767;Rosario;Soldini;82084280;;;;;;;;3,0;;;;;;17,0;;;;;451,0;20,0;;;;;;407,0;;;;;;;10,0;;;;74,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;982,0;21
2768;Rosario;Villa Amelia;82084290;;;;;;;;;;;61,0;;;21,0;;;1,0;;;52,0;;;;;;149,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;284,0;21
2769;Rosario;Villa del Plata;82084300;;;;;;;;;;;37,0;;;11,0;;;;;;31,0;;;;;;180,0;;;;;;;;;;;55,0;;;;;;;;;;;;;;;;;;;;;;;;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;332,0;21
2770;Rosario;Villa Gobernador Gálvez;82084310;1,0;;;;;;;138,0;;;936,0;;;3462,0;;;353,0;;2,0;4653,0;;;;;;2247,0;;;1,0;;;;706,0;;;;1,0;;;;;;;;;;;346,0;;;;;;;;;;;;;;416,0;;;;;;;;;;;;;;;;;;;;;;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13316,0;21
2771;Rosario;Zavalla;82084320;115,0;;;;;;;3,0;;;;;;6,0;;;;;;86,0;;;;;;1438,0;;;;;;;88,0;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1739,0;21
2772;San Cristóbal;Aguará Grande;82091010;;;;1,0;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;21
2773;San Cristóbal;Ambrosetti;82091020;;;;1,0;;;;;;;;;;50,0;;;;;;30,0;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86,0;21
2774;San Cristóbal;Arrufo;82091030;4,0;;;;;;;;;;;;;;;;;;142,0;;;;;9,0;;102,0;;;;;;;;;;;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271,0;21
2775;San Cristóbal;Balneario La Verde;82091040;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;21
2776;San Cristóbal;Capivara;82091050;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;21
2777;San Cristóbal;Ceres;82091060;;;;;;;;12,0;;;13,0;;;30,0;;;1624,0;;;582,0;;;;;;1222,0;;;;;;;78,0;;;;8,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3570,0;21
2778;San Cristóbal;Colonia Ana;82091070;;;;;;;;;;;;;;3,0;;;;;;2,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,0;21
2779;San Cristóbal;Colonia Bossi;82091080;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;56,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;915,0;21
2780;San Cristóbal;Colonia Rosa;82091090;;;;;;;;;;;;;;7,0;;;;;;4,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;21
2781;San Cristóbal;Curupaity;82091110;;;;;;;;;;;;;;7,0;;;;;;7,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;21
2782;San Cristóbal;Hersilia;82091120;;;;;;;;;;;;;;3,0;;;;;162,0;2,0;;;;;;394,0;;;;;;;;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,0;21
2783;San Cristóbal;Huanqueros;82091130;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,0;21
2784;San Cristóbal;La Cabral;82091140;;;;1,0;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,0;21
2785;San Cristóbal;La Rubia;82091150;;;;;;;;;;;;;;8,0;;;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;21
2786;San Cristóbal;Las Palmeras;82091170;;;;;;;;;;;;;;48,0;;;;;;26,0;;;;;;23,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97,0;21
2787;San Cristóbal;Moisés Ville;82091180;;;;;;;;;;;;;;229,0;;;;;0,0;123,0;;;;;;198,0;;;;;;;5,0;;;;1,0;;;;;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;559,0;21
2788;San Cristóbal;Monigotes;82091190;;;;;;;;;;;;;;7,0;;;;;;4,0;;;;;;44,0;;;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57,0;21
2789;San Cristóbal;Ñanducita;82091200;46,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,0;21
2790;San Cristóbal;OTROS;Sin Datos;;;;;;;;;;;;;;;;;;;;;;;;;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,0;21
2791;San Cristóbal;Palacios;82091210;;;;;;;;;;;;;;24,0;;;;;;13,0;;1,0;;;;28,0;;;;;;;4,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71,0;21
2792;San Cristóbal;San Cristóbal;82091220;548,0;;;1,0;;;;7,0;;;;;;720,0;;;;;;664,0;;;;;;742,0;;;;;;;53,0;;;;363,0;;;;;;;;;;;125,0;;;;;;;;;;;;;;57,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3280,0;21
2793;San Cristóbal;San Guillermo;82091230;;;;;;;;;;;;;;214,0;;;;;;522,0;;;;;;1381,0;;;;;;;390,0;;;;21,0;;;;;;170,0;;;;;;;;;17,0;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2733,0;21
2794;San Cristóbal;Santurce;82091240;44,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;21
2795;San Cristóbal;Soledad;82091250;;;;;;;;;;;;;;;;;;;;;;1,0;;;;168,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170,0;21
2796;San Cristóbal;Suardi;82091260;;;;;;;;;;;;;;;;;;;;;;;;;;1560,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1560,0;21
2797;San Cristóbal;Villa Saralegui;82091270;3,0;;;;;;;;;;;;;;;;;;;;;;;;;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,0;21
2798;San Javier;Alejandra;82098010;;;;1,0;;;;;;;;;;;;;;;;;;;;453,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454,0;21
2799;San Javier;Cacique Ariacaiquín;82098020;;;;;;;;;;;;;;;;;;;;;;2,0;;;;31,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,0;21
2800;San Javier;Colonia Durán;82098030;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;21
2801;San Javier;La Brava;82098040;;;;;;;;;;;;;;;;;;;;;;;;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;21
2802;San Javier;Romang;82098050;195,0;;;;;;;328,0;;;;;;386,0;;;;;221,0;;;23,0;;;;13,0;;;;;;;;;;;94,0;;;;;;;;;;;94,0;;;;;;;;;;;;;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1366,0;21
2803;San Javier;San Javier;82098060;;;;;;;;;;;;;;;;;789,0;;215,0;;;71,0;;;22,0;10,0;;;;;4,0;;1,0;;;;3,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1116,0;21
2804;San Jerónimo;Arocena;82105010;400,0;;;;;;;;;;;;;;;;;;;;;;;;;175,0;;;;;;;;;;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,0;21
2805;San Jerónimo;Barrancas;82105030;;;;;;;;2,0;;;;;;8,0;;;;;;53,0;;;;;;835,0;;;;;;;50,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;949,0;21
2806;San Jerónimo;Barrio Caima;82105040;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,0;21
2807;San Jerónimo;Bernardo de Irigoyen (Est. Irigoyen);82105060;;;;;;;;;;;;;;;;;;;;;;;;;;230,0;;;;;;;;;;;12,0;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245,0;21
2808;San Jerónimo;Centeno;82105080;;;;;;;;;;;;;;1,0;;;;;2,0;;;;;3,0;;846,0;;;;;;;40,0;;;;2,0;;;;;;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900,0;21
2809;San Jerónimo;Coronda;82105090;1098,0;;;;;;;11,0;;;;;;18,0;;;;;;112,0;;;;;;390,0;;;;;;;58,0;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;1326,0;;;;;;;;;;;;;;;;;;;;;;1876,0;;;38,0;;;;;;;;;;;;;30,0;;;;;;7,0;;;;;;;;;;;;;;;;;;;;;;;;4968,0;21
2810;San Jerónimo;Desvío Arijón;82105100;51,0;;;;;;;1,0;;;;;;9,0;;;;;;42,0;;;;;;88,0;;;;;;;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205,0;21
2811;San Jerónimo;Díaz;82105110;;;;;;;;;;;;;;;;;;;237,0;;;;;;;209,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;514,0;21
2812;San Jerónimo;Gaboto;82105120;201,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;441,0;21
2813;San Jerónimo;Gálvez;82105130;45,0;;;;;;;24,0;;;;;;30,0;;;;;2,0;217,0;;;;82,0;;5193,0;;;;;;;670,0;;;;594,0;;;;;;;;;;;42,0;;;;;;;;;;;;;;550,0;;;;;;;;;;;;;;;;;;;;;;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7469,0;21
2814;San Jerónimo;Gessler;82105140;42,0;;;;;;;;;;;;;1,0;;;;;21,0;11,0;;;;;;98,0;;;;;;;18,0;;;;3,0;;;;;;;;;;;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;261,0;21
2815;San Jerónimo;Irigoyen;82105150;;;;;;;;;;;;;;;;;;;;;;;;;;394,0;;;;;;;;;;;3,0;;;;;;;;;;;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;407,0;21
2816;San Jerónimo;Larrechea;82105160;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,0;21
2817;San Jerónimo;Loma Alta;82105170;;;;;;;;;;;;;;;;;;;;1,0;;;;;;13,0;;;;;;;3,0;;;;3,0;;;;;;;;;;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,0;21
2818;San Jerónimo;López (Est. San Martín de Tours);82105180;;;;;;;;2,0;;;;;;1,0;;;;;;4,0;;;;;;318,0;;;;;;;2,0;;;;33,0;;;;;;;;;;;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;414,0;21
